7.71000000e+02 -2.51669291e-09 -5.08197825e-04 7.83673895e-02 2.30684116e-03 5.18258695e-08 -5.43492756e-07 9.99997339e-01 1.02359554e+00 -2.46127836e+00 1.02477531e+00 -2.47007319e+00 -1.02358631e+00 2.46127560e+00 -1.02478500e+00 2.47007544e+00
7.72000000e+02 -2.51455811e-09 -5.08209642e-04 7.83841153e-02 2.30612067e-03 5.18390521e-08 -5.43855200e-07 9.99997341e-01 1.02340589e+00 -2.46102510e+00 1.02458462e+00 -2.46981769e+00 -1.02339667e+00 2.46102234e+00 -1.02459432e+00 2.46981995e+00
7.73000000e+02 -2.51242331e-09 -5.08221460e-04 7.84008411e-02 2.30540018e-03 5.18522348e-08 -5.44217644e-07 9.99997343e-01 1.02321625e+00 -2.46077185e+00 1.02439394e+00 -2.46956219e+00 -1.02320702e+00 2.46076908e+00 -1.02440364e+00 2.46956445e+00
7.74000000e+02 -2.51028851e-09 -5.08233278e-04 7.84175669e-02 2.30467968e-03 5.18654175e-08 -5.44580088e-07 9.99997344e-01 1.02302661e+00 -2.46051859e+00 1.02420326e+00 -2.46930670e+00 -1.02301738e+00 2.46051583e+00 -1.02421297e+00 2.46930895e+00
7.75000000e+02 -2.50815371e-09 -5.08245096e-04 7.84342927e-02 2.30395919e-03 5.18786001e-08 -5.44942532e-07 9.99997346e-01 1.02283697e+00 -2.46026534e+00 1.02401258e+00 -2.46905120e+00 -1.02282773e+00 2.46026257e+00 -1.02402229e+00 2.46905345e+00
7.76000000e+02 -2.50601891e-09 -5.08256914e-04 7.84510185e-02 2.30323869e-03 5.18917828e-08 -5.45304975e-07 9.99997348e-01 1.02264733e+00 -2.46001208e+00 1.02382190e+00 -2.46879570e+00 -1.02263808e+00 2.46000932e+00 -1.02383161e+00 2.46879796e+00
7.77000000e+02 -2.50388411e-09 -5.08268732e-04 7.84677442e-02 2.30251820e-03 5.19049654e-08 -5.45667419e-07 9.99997349e-01 1.02245768e+00 -2.45975883e+00 1.02363122e+00 -2.46854020e+00 -1.02244844e+00 2.45975606e+00 -1.02364093e+00 2.46854246e+00
7.78000000e+02 -2.50174931e-09 -5.08280550e-04 7.84844700e-02 2.30179771e-03 5.19181481e-08 -5.46029863e-07 9.99997351e-01 1.02226804e+00 -2.45950557e+00 1.02344054e+00 -2.46828470e+00 -1.02225879e+00 2.45950280e+00 -1.02345026e+00 2.46828696e+00
7.79000000e+02 -2.49961451e-09 -5.08292368e-04 7.85011958e-02 2.30107721e-03 5.19313308e-08 -5.46392307e-07 9.99997353e-01 1.02207840e+00 -2.45925232e+00 1.02324986e+00 -2.46802920e+00 -1.02206915e+00 2.45924955e+00 -1.02325958e+00 2.46803146e+00
7.80000000e+02 -2.49747971e-09 -5.08304185e-04 7.85179216e-02 2.30035672e-03 5.19445134e-08 -5.46754750e-07 9.99997354e-01 1.02188876e+00 -2.45899906e+00 1.02305918e+00 -2.46777371e+00 -1.02187950e+00 2.45899629e+00 -1.02306890e+00 2.46777597e+00
7.81000000e+02 -2.49727051e-09 -5.08306063e-04 7.85625858e-02 2.29906143e-03 5.19504116e-08 -5.47077790e-07 9.99997357e-01 1.02167790e+00 -2.45858043e+00 1.02284858e+00 -2.46735104e+00 -1.02166864e+00 2.45857766e+00 -1.02285831e+00 2.46735330e+00
7.82000000e+02 -2.49706132e-09 -5.08307941e-04 7.86072499e-02 2.29776614e-03 5.19563097e-08 -5.47400830e-07 9.99997360e-01 1.02146704e+00 -2.45816180e+00 1.02263799e+00 -2.46692838e+00 -1.02145779e+00 2.45815903e+00 -1.02264772e+00 2.46693064e+00
7.83000000e+02 -2.49685212e-09 -5.08309819e-04 7.86519141e-02 2.29647086e-03 5.19622079e-08 -5.47723870e-07 9.99997363e-01 1.02125619e+00 -2.45774317e+00 1.02242740e+00 -2.46650571e+00 -1.02124693e+00 2.45774040e+00 -1.02243712e+00 2.46650797e+00
7.84000000e+02 -2.49664293e-09 -5.08311697e-04 7.86965783e-02 2.29517557e-03 5.19681060e-08 -5.48046910e-07 9.99997366e-01 1.02104533e+00 -2.45732454e+00 1.02221680e+00 -2.46608305e+00 -1.02103607e+00 2.45732176e+00 -1.02222653e+00 2.46608531e+00
7.85000000e+02 -2.49643373e-09 -5.08313575e-04 7.87412424e-02 2.29388028e-03 5.19740042e-08 -5.48369950e-07 9.99997369e-01 1.02083448e+00 -2.45690590e+00 1.02200621e+00 -2.46566038e+00 -1.02082521e+00 2.45690313e+00 -1.02201594e+00 2.46566264e+00
7.86000000e+02 -2.49622454e-09 -5.08315453e-04 7.87859066e-02 2.29258499e-03 5.19799023e-08 -5.48692991e-07 9.99997372e-01 1.02062362e+00 -2.45648727e+00 1.02179562e+00 -2.46523772e+00 -1.02061436e+00 2.45648450e+00 -1.02180535e+00 2.46523998e+00
7.87000000e+02 -2.49601534e-09 -5.08317330e-04 7.88305708e-02 2.29128970e-03 5.19858005e-08 -5.49016031e-07 9.99997375e-01 1.02041276e+00 -2.45606864e+00 1.02158502e+00 -2.46481505e+00 -1.02040350e+00 2.45606587e+00 -1.02159475e+00 2.46481732e+00
7.88000000e+02 -2.49580615e-09 -5.08319208e-04 7.88752349e-02 2.28999442e-03 5.19916986e-08 -5.49339071e-07 9.99997378e-01 1.02020191e+00 -2.45565001e+00 1.02137443e+00 -2.46439239e+00 -1.02019264e+00 2.45564724e+00 -1.02138416e+00 2.46439465e+00
7.89000000e+02 -2.49559695e-09 -5.08321086e-04 7.89198991e-02 2.28869913e-03 5.19975968e-08 -5.49662111e-07 9.99997381e-01 1.01999105e+00 -2.45523138e+00 1.02116384e+00 -2.46396972e+00 -1.01998178e+00 2.45522860e+00 -1.02117357e+00 2.46397199e+00
7.90000000e+02 -2.49538776e-09 -5.08322964e-04 7.89645633e-02 2.28740384e-03 5.20034950e-08 -5.49985151e-07 9.99997384e-01 1.01978020e+00 -2.45481274e+00 1.02095324e+00 -2.46354706e+00 -1.01977093e+00 2.45480997e+00 -1.02096298e+00 2.46354932e+00
