1.000000000000000000e+03 3.514247140000000165e-03 -1.242425610000000020e-05 1.531981470000000067e-01 7.062903449999999653e-04 -5.976210989999999890e-02 -1.332453769999999895e-03 -2.083536340000000098e-02 -4.252258179999999776e-01 1.317079289999999903e+00 2.075198870000000140e-02 -4.253359589999999857e-01 1.314697699999999969e+00 -1.867638500000000021e-02 8.024116610000000538e-01 -1.258745519999999951e+00 1.439745800000000013e-02 8.009769610000000428e-01 -1.258369840000000073e+00
1.001000000000000000e+03 1.233862739999999972e-02 2.143997539999999941e-05 1.511692890000000122e-01 -3.400824880000000161e-04 -9.426152079999999822e-02 -1.775608630000000002e-03 -9.109080799999999534e-02 4.672866419999999743e-01 -1.004419460000000042e-01 9.147526549999999979e-02 4.650233819999999851e-01 -9.804590300000000369e-02 -1.638685590000000039e-02 8.278846579999999955e-01 -1.177557790000000049e+00 1.332621919999999946e-02 8.270996510000000468e-01 -1.179158310000000043e+00
1.002000000000000000e+03 2.116300759999999864e-02 5.530420680000000077e-05 1.491404319999999895e-01 -1.386455320000000001e-03 -1.287609319999999946e-01 -2.218763490000000109e-03 -1.613462529999999950e-01 1.359799100000000038e+00 -1.517963179999999968e+00 1.621985420000000011e-01 1.355382719999999930e+00 -1.510789500000000007e+00 -1.409732680000000057e-02 8.533576539999999655e-01 -1.096370059999999924e+00 1.225498040000000052e-02 8.532223420000000225e-01 -1.099946780000000013e+00
1.003000000000000000e+03 2.998738789999999890e-02 8.916843829999999700e-05 1.471115739999999950e-01 -2.432828149999999995e-03 -1.632603430000000022e-01 -2.661918359999999959e-03 -2.316016969999999953e-01 2.252311559999999879e+00 -2.935484419999999872e+00 2.329218190000000022e-01 2.245742059999999984e+00 -2.923533110000000157e+00 -1.180779770000000076e-02 8.788306500000000465e-01 -1.015182330000000022e+00 1.118374169999999945e-02 8.793450320000000264e-01 -1.020735249999999983e+00
1.004000000000000000e+03 3.881176809999999783e-02 1.230326700000000033e-04 1.450827169999999999e-01 -3.479200989999999948e-03 -1.977597540000000098e-01 -3.105073219999999849e-03 -3.018571420000000227e-01 3.144824020000000164e+00 -4.353005659999999999e+00 3.036450960000000032e-01 3.136101399999999817e+00 -4.336276709999999923e+00 -9.518268590000000112e-03 9.043036469999999882e-01 -9.339945950000000385e-01 1.011250290000000052e-02 9.054677230000000021e-01 -9.415237199999999529e-01
1.005000000000000000e+03 4.763614830000000022e-02 1.568969009999999879e-04 1.430538590000000054e-01 -4.525573819999999942e-03 -2.322591649999999897e-01 -3.548228080000000173e-03 -3.721125860000000229e-01 4.037336479999999561e+00 -5.770526900000000126e+00 3.743683720000000048e-01 4.026460750000000033e+00 -5.749020309999999689e+00 -7.228739490000000295e-03 9.297766429999999582e-01 -8.528068640000000533e-01 9.041264090000000753e-03 9.315904139999999778e-01 -8.623121919999999774e-01
1.006000000000000000e+03 5.646052859999999701e-02 1.907611329999999957e-04 1.410250020000000104e-01 -5.571946650000000369e-03 -2.667585760000000250e-01 -3.991382949999999590e-03 -4.423680309999999949e-01 4.929848940000000290e+00 -7.188048140000000252e+00 4.450916489999999781e-01 4.916820089999999865e+00 -7.161763910000000344e+00 -4.939210389999999611e-03 9.552496400000000110e-01 -7.716191329999999571e-01 7.970025310000000002e-03 9.577131039999999818e-01 -7.831006630000000301e-01
1.007000000000000000e+03 6.528490879999999941e-02 2.246253640000000075e-04 1.389961439999999882e-01 -6.618319479999999928e-03 -3.012579870000000049e-01 -4.434537809999999913e-03 -5.126234750000000506e-01 5.822361400000000131e+00 -8.605569380000000379e+00 5.158149260000000069e-01 5.807179429999999698e+00 -8.574507510000000110e+00 -2.649681289999999793e-03 9.807226359999999810e-01 -6.904314019999999719e-01 6.898786530000000118e-03 9.838357949999999574e-01 -7.038891339999999719e-01
1.008000000000000000e+03 7.410928910000000314e-02 2.584895949999999921e-04 1.369672869999999931e-01 -7.664692320000000315e-03 -3.357573979999999847e-01 -4.877692670000000237e-03 -5.828789199999999671e-01 6.714873859999999972e+00 -1.002309059999999974e+01 5.865382030000000357e-01 6.697538770000000419e+00 -9.987251119999999815e+00 -3.601521930000000185e-04 1.006195629999999896e+00 -6.092436709999999866e-01 5.827547750000000235e-03 1.009958490000000042e+00 -6.246776059999999964e-01
1.009000000000000000e+03 8.293366929999999859e-02 2.923538270000000270e-04 1.349384289999999986e-01 -8.711065150000000742e-03 -3.702568090000000200e-01 -5.320847529999999694e-03 -6.531343640000000228e-01 7.607386319999999813e+00 -1.144061190000000039e+01 6.572614789999999818e-01 7.587898110000000251e+00 -1.139999470000000059e+01 1.929376910000000058e-03 1.031668629999999975e+00 -5.280559400000000014e-01 4.756308960000000391e-03 1.036081180000000046e+00 -5.454660770000000491e-01
