1.000000000000000000e+03 -5.560277739999999747e-02 -4.062488429999999966e-04 2.399316129999999880e-01 1.823204769999999940e-04 -5.541237469999999929e-03 -4.792763140000000295e-05 9.999846289999999582e-01 1.028930590000000020e-02 4.659906690000000240e-01 -1.394030429999999932e+00 -7.421943809999999656e-03 4.668356280000000025e-01 -1.396495480000000011e+00 1.565323899999999935e-02 -8.879226239999999937e-01 1.387934769999999984e+00 -1.316310860000000083e-02 -8.894411580000000095e-01 1.390329640000000033e+00
1.001000000000000000e+03 -5.551276919999999920e-02 -4.059761880000000117e-04 2.400657129999999861e-01 1.774480689999999945e-04 -5.743610429999999704e-03 -5.087350829999999670e-05 9.999833040000000173e-01 9.565916129999999309e-03 4.744905680000000014e-01 -1.406888560000000066e+00 -6.693959059999999954e-03 4.753138849999999915e-01 -1.409308210000000061e+00 1.565745790000000123e-02 -8.868654820000000383e-01 1.387487909999999935e+00 -1.315942349999999969e-02 -8.883789539999999985e-01 1.389863379999999982e+00
1.002000000000000000e+03 -5.542276089999999961e-02 -4.057035340000000228e-04 2.401998140000000115e-01 1.725756609999999950e-04 -5.945983400000000307e-03 -5.381938519999999722e-05 9.999819779999999936e-01 8.842526320000000314e-03 4.829904660000000072e-01 -1.419746699999999917e+00 -5.965974300000000292e-03 4.837921430000000078e-01 -1.422120950000000050e+00 1.566167679999999965e-02 -8.858083410000000546e-01 1.387041039999999947e+00 -1.315573849999999989e-02 -8.873167499999999874e-01 1.389397130000000091e+00
1.003000000000000000e+03 -5.533275270000000134e-02 -4.054308799999999796e-04 2.403339150000000091e-01 1.677032539999999915e-04 -6.148356360000000083e-03 -5.676526199999999949e-05 9.999806530000000526e-01 8.119136509999999585e-03 4.914903649999999846e-01 -1.432604830000000051e+00 -5.237989549999999724e-03 4.922703999999999969e-01 -1.434933690000000039e+00 1.566589570000000153e-02 -8.847511989999999882e-01 1.386594169999999959e+00 -1.315205340000000049e-02 -8.862545459999999764e-01 1.388930870000000040e+00
1.004000000000000000e+03 -5.524274440000000175e-02 -4.051582259999999907e-04 2.404680160000000066e-01 1.628308459999999920e-04 -6.350729329999999818e-03 -5.971113890000000001e-05 9.999793270000000289e-01 7.395746699999999722e-03 4.999902640000000176e-01 -1.445462959999999963e+00 -4.510004790000000062e-03 5.007486580000000131e-01 -1.447746430000000029e+00 1.567011459999999995e-02 -8.836940570000000328e-01 1.386147299999999971e+00 -1.314836829999999936e-02 -8.851923419999999654e-01 1.388464619999999927e+00
1.005000000000000000e+03 -5.515273619999999655e-02 -4.048855710000000057e-04 2.406021160000000048e-01 1.579584379999999925e-04 -6.553102300000000421e-03 -6.265701580000000053e-05 9.999780010000000052e-01 6.672356889999999860e-03 5.084901630000000505e-01 -1.458321100000000037e+00 -3.782020029999999967e-03 5.092269149999999467e-01 -1.460559170000000018e+00 1.567433349999999836e-02 -8.826369160000000491e-01 1.385700429999999983e+00 -1.314468329999999956e-02 -8.841301390000000371e-01 1.387998360000000098e+00
1.006000000000000000e+03 -5.506272799999999829e-02 -4.046129170000000168e-04 2.407362170000000023e-01 1.530860309999999890e-04 -6.755475260000000197e-03 -6.560289269999999427e-05 9.999766759999999532e-01 5.948967079999999998e-03 5.169900610000000007e-01 -1.471179229999999949e+00 -3.054035279999999832e-03 5.177051729999999630e-01 -1.473371910000000007e+00 1.567855240000000025e-02 -8.815797739999999827e-01 1.385253569999999934e+00 -1.314099820000000016e-02 -8.830679350000000261e-01 1.387532109999999985e+00
1.007000000000000000e+03 -5.497271969999999869e-02 -4.043402629999999737e-04 2.408703179999999999e-01 1.482136229999999894e-04 -6.957848229999999932e-03 -6.854876960000000157e-05 9.999753500000000406e-01 5.225577270000000135e-03 5.254899600000000337e-01 -1.484037360000000083e+00 -2.326050520000000170e-03 5.261834300000000075e-01 -1.486184640000000057e+00 1.568277129999999867e-02 -8.805226329999999990e-01 1.384806699999999946e+00 -1.313731310000000076e-02 -8.820057310000000150e-01 1.387065860000000095e+00
1.008000000000000000e+03 -5.488271150000000043e-02 -4.040676089999999847e-04 2.410044189999999975e-01 1.433412149999999899e-04 -7.160221189999999708e-03 -7.149464640000000384e-05 9.999740249999999886e-01 4.502187460000000273e-03 5.339898589999999556e-01 -1.496895499999999934e+00 -1.598065760000000075e-03 5.346616870000000521e-01 -1.498997380000000046e+00 1.568699020000000055e-02 -8.794654910000000436e-01 1.384359829999999958e+00 -1.313362799999999962e-02 -8.809435270000000040e-01 1.386599600000000043e+00
1.009000000000000000e+03 -5.479270320000000083e-02 -4.037949539999999998e-04 2.411385189999999956e-01 1.384688080000000135e-04 -7.362594160000000311e-03 -7.444052329999999759e-05 9.999726989999999649e-01 3.778797649999999977e-03 5.424897579999999886e-01 -1.509753630000000069e+00 -8.700810090000000519e-04 5.431399449999999574e-01 -1.511810120000000035e+00 1.569120909999999897e-02 -8.784083489999999772e-01 1.383912959999999970e+00 -1.312994299999999982e-02 -8.798813229999999930e-01 1.386133349999999931e+00
